ensembl	symbol	A375MA2-DMSO-A	A375MA2-DMSO-B	A375MA2-DMSO-C	A375MA2-DMSO-D	A375MA2-GiB-A	A375MA2-GiB-B	A375MA2-GiB-D
ENSG00000100979	PLTP	3700	6575	3567	3519	3765	3943	3898
ENSG00000100982	PCIF1	1731	2901	1825	1785	2205	2139	2715
ENSG00000100983	GSS	2673	4584	2818	2790	4036	4123	5070
ENSG00000100985	MMP9	1	0	0	0	0	0	0
ENSG00000100987	VSX1	1	1	0	0	0	0	0
ENSG00000100991	TRPC4AP	2623	4395	2457	2552	3421	3231	3856
ENSG00000100994	PYGB	44663	74918	43455	43449	42286	40718	47779
ENSG00000100997	ABHD12	2032	3433	2214	2091	2794	2613	3254
ENSG00000101000	PROCR	1233	2128	1269	1212	1419	1393	1565
ENSG00000101003	GINS1	797	1357	919	924	1902	1897	2452
ENSG00000101004	NINL	205	370	233	205	205	176	246
ENSG00000101017	CD40	44	88	52	69	80	83	64
ENSG00000101019	UQCC1	1328	2193	1256	1215	1599	1574	1900
ENSG00000101040	ZMYND8	6977	11588	6416	6732	8211	7940	9369
ENSG00000101052	IFT52	607	1035	634	615	577	535	671
ENSG00000101057	MYBL2	2723	4918	3230	3345	4936	4907	6326
ENSG00000101074	R3HDML	1	0	0	0	0	2	1
ENSG00000101076	HNF4A	0	0	1	0	0	0	3
ENSG00000101079	NDRG3	1720	2835	1676	1733	2216	2282	2685
ENSG00000101082	SLA2	0	0	0	4	4	1	4
ENSG00000101084	RAB5IF	1280	2126	1409	1284	1829	1852	2446
ENSG00000101096	NFATC2	11151	18554	10202	10895	10796	10846	12986
ENSG00000101098	RIMS4	0	0	1	0	1	0	0
ENSG00000101104	PABPC1L	494	841	418	538	590	629	819
ENSG00000101109	STK4	2616	4308	2516	2576	3431	3206	3962
ENSG00000101115	SALL4	107	175	74	93	77	73	85
ENSG00000101126	ADNP	5372	8978	5132	5393	6091	6076	7275
ENSG00000101132	PFDN4	744	1233	732	769	775	879	1059
ENSG00000101134	DOK5	2	4	1	5	3	1	2
ENSG00000101138	CSTF1	692	1161	770	726	1116	1055	1168
ENSG00000101144	BMP7	309	583	317	336	437	362	467
ENSG00000101146	RAE1	1532	2527	1637	1600	2648	2618	3288
ENSG00000101150	TPD52L2	2419	4460	2767	2645	3599	3508	4280
ENSG00000101152	DNAJC5	1202	2456	1321	1474	1726	1715	1985
ENSG00000101158	NELFCD	3077	5229	3132	3322	4592	4383	5656
ENSG00000101160	CTSZ	7053	11235	7418	7363	7498	4818	8506
ENSG00000101161	PRPF6	3838	6496	3973	3936	4990	4807	5884
ENSG00000101162	TUBB1	51	75	27	35	74	54	86
ENSG00000101166	PRELID3B	5127	8473	5091	4871	6901	6536	8333
ENSG00000101180	HRH3	0	1	0	0	1	1	0
ENSG00000101181	MTG2	1487	2482	1595	1555	1877	1745	2470
ENSG00000101182	PSMA7	5931	9786	6744	6301	8139	7505	9668
ENSG00000101187	SLCO4A1	676	1084	751	708	1037	1005	1315
ENSG00000101188	NTSR1	147	276	155	136	148	196	285
ENSG00000101189	MRGBP	1351	2185	1364	1239	1504	1518	1680
ENSG00000101190	TCFL5	1045	1789	1073	1113	1262	1064	1357
ENSG00000101191	DIDO1	4005	6248	3623	3992	4922	4613	5980
ENSG00000101193	GID8	2262	3786	2384	2375	3009	2809	3640
ENSG00000101194	SLC17A9	1355	2304	1212	1321	1753	1550	2139
ENSG00000101197	BIRC7	2	2	3	2	2	2	4
ENSG00000101198	NKAIN4	11	11	14	9	4	2	5
ENSG00000101199	ARFGAP1	2235	3698	2393	2160	3398	3104	4351
ENSG00000101203	COL20A1	3	3	3	1	8	2	0
ENSG00000101210	EEF1A2	127	269	144	133	165	160	158
ENSG00000101213	PTK6	11	23	15	14	7	20	16
ENSG00000101216	GMEB2	721	1248	716	778	860	856	1154
ENSG00000101220	C20orf27	766	1360	875	770	1170	1176	1505
ENSG00000101222	SPEF1	8	9	11	4	7	14	14
ENSG00000101224	CDC25B	6823	11595	6847	7312	7671	7410	9029
ENSG00000101230	ISM1	4	7	1	3	0	0	5
ENSG00000101236	RNF24	1326	2091	1307	1240	1637	1534	1945
ENSG00000101246	ARFRP1	765	1323	847	709	1217	1016	1454
ENSG00000101247	NDUFAF5	124	200	132	140	149	156	216
ENSG00000101255	TRIB3	727	1270	773	813	1239	1271	1586
ENSG00000101265	RASSF2	29	41	27	25	35	34	38
ENSG00000101266	CSNK2A1	3913	7149	4243	4057	5881	5315	6741
ENSG00000101276	SLC52A3	1	0	0	0	0	1	0
ENSG00000101280	ANGPT4	0	0	1	1	0	0	1
ENSG00000101282	RSPO4	1	0	0	0	0	1	0
ENSG00000101290	CDS2	814	1242	728	788	1024	1059	1177
ENSG00000101294	HM13	6518	11326	6842	6651	8291	8624	10028
ENSG00000101298	SNPH	278	421	277	294	261	279	359
ENSG00000101306	MYLK2	5	7	0	4	5	2	9
ENSG00000101307	SIRPB1	86	169	73	113	157	178	179
ENSG00000101310	SEC23B	2636	4510	2752	2857	3615	3598	4686
ENSG00000101311	FERMT1	354	539	378	328	585	582	576
ENSG00000101323	HAO1	2	0	0	0	0	0	0
ENSG00000101327	PDYN	2	0	0	1	0	1	1
ENSG00000101331	CCM2L	0	0	0	1	0	0	0
ENSG00000101333	PLCB4	86	155	75	79	127	130	147
ENSG00000101335	MYL9	68	112	86	76	102	92	102
ENSG00000101337	TM9SF4	2357	4052	2578	2469	2901	2780	3278
ENSG00000101342	TLDC2	10	3	5	10	14	15	8
ENSG00000101343	CRNKL1	1525	2615	1549	1429	2223	2078	2471
ENSG00000101346	POFUT1	3475	5929	3455	3534	4339	4196	5197
ENSG00000101347	SAMHD1	345	461	340	354	505	562	702
ENSG00000101349	PAK5	0	0	0	1	0	0	0
ENSG00000101350	KIF3B	2582	4127	2303	2398	3357	3438	4212
ENSG00000101353	MROH8	26	26	20	18	20	29	25
ENSG00000101361	NOP56	2695	4601	2817	2616	4730	4571	6284
ENSG00000101363	MANBAL	1377	2282	1398	1358	1915	1828	2313
ENSG00000101365	IDH3B	2797	4737	3006	2893	3800	3730	4872
ENSG00000101367	MAPRE1	3884	6436	4109	3882	5847	5733	7599
ENSG00000101384	JAG1	1213	1895	1131	1119	1606	1596	2248
ENSG00000101391	CDK5RAP1	826	1299	792	771	1354	1211	1526
ENSG00000101400	SNTA1	415	678	434	464	449	430	552
ENSG00000101407	TTI1	2144	3635	2272	2260	3103	3078	3862
ENSG00000101412	E2F1	945	1660	1125	1102	1709	1547	2308
ENSG00000101413	RPRD1B	1690	2849	1701	1676	2445	2360	3029
ENSG00000101417	PXMP4	460	720	479	437	525	507	574
ENSG00000101421	CHMP4B	2346	3926	2499	2496	3361	2956	4236
ENSG00000101439	CST3	2732	4785	2945	2885	3576	3401	4081
ENSG00000101440	ASIP	0	3	2	3	7	1	3
ENSG00000101442	ACTR5	294	476	267	271	380	373	526
ENSG00000101443	WFDC2	4	2	7	8	5	2	1
ENSG00000101444	AHCY	4820	8296	5136	4979	6355	6490	7830
ENSG00000101445	PPP1R16B	12	16	12	4	9	17	23
ENSG00000101447	FAM83D	1803	3115	2088	2098	3154	3190	4222
ENSG00000101448	EPPIN	3	2	0	5	4	1	8
ENSG00000101452	DHX35	456	831	487	396	639	643	820
ENSG00000101457	DNTTIP1	1252	2033	1296	1224	1902	1581	2348
ENSG00000101460	MAP1LC3A	576	981	590	545	727	714	787
ENSG00000101464	PIGU	720	1322	793	764	991	1083	1304
ENSG00000101470	TNNC2	5	7	4	3	14	3	6
ENSG00000101473	ACOT8	555	1063	649	611	798	767	902
ENSG00000101474	APMAP	4420	7239	4780	4541	5834	5594	7207
ENSG00000101489	CELF4	2	8	4	3	5	3	3
ENSG00000101493	ZNF516	2192	3557	2079	2147	2632	2436	3128
ENSG00000101542	CDH20	1	2	0	0	0	1	0
ENSG00000101544	ADNP2	1089	1883	1097	1174	1494	1354	1626
ENSG00000101546	RBFA	390	690	441	414	489	513	647
ENSG00000101557	USP14	1836	3320	1999	2163	3199	3005	3907
ENSG00000101558	VAPA	1948	3540	1931	1910	3165	2968	3849
ENSG00000101574	METTL4	265	469	261	270	322	282	320
ENSG00000101577	LPIN2	979	1691	926	1084	1092	1117	1304
ENSG00000101596	SMCHD1	1515	2377	1262	1357	1926	1871	2405
ENSG00000101605	MYOM1	14	23	12	16	12	6	11
ENSG00000101608	MYL12A	1725	2909	1871	1758	1999	1930	2298
ENSG00000101624	CEP76	232	408	219	234	275	289	387
ENSG00000101638	ST8SIA5	517	894	547	510	430	412	493
ENSG00000101639	CEP192	774	1179	499	735	1022	945	1190
ENSG00000101654	RNMT	2716	4193	2398	2480	3667	3518	4297
ENSG00000101665	SMAD7	236	406	245	271	266	139	221
ENSG00000101670	LIPG	77	86	62	46	68	65	73
ENSG00000101680	LAMA1	6	0	0	0	0	0	0
ENSG00000101695	RNF125	893	1352	841	828	1145	1037	1359
ENSG00000101745	ANKRD12	1341	2153	1325	1333	1685	1553	1780
ENSG00000101751	POLI	329	513	278	326	359	375	412
ENSG00000101752	MIB1	2541	4217	2181	2388	2490	2129	2484
ENSG00000101773	RBBP8	754	1362	840	858	1226	1223	1601
ENSG00000101782	RIOK3	1765	2939	1745	1646	2365	2315	2650
ENSG00000101811	CSTF2	1026	1654	1071	1170	1992	1953	2550
ENSG00000101812	H2BW2	14	16	6	9	9	7	10
ENSG00000101825	MXRA5	47	48	16	27	32	29	24
ENSG00000101842	VSIG1	37	53	45	42	42	29	52
ENSG00000101843	PSMD10	963	1623	1019	964	1717	1567	2054
ENSG00000101844	ATG4A	216	382	202	218	337	289	366
ENSG00000101846	STS	19	41	20	33	31	38	41
ENSG00000101849	TBL1X	2409	3913	2483	2504	2984	2879	3751
ENSG00000101850	GPR143	1	4	2	3	2	4	5
ENSG00000101856	PGRMC1	1153	1909	1195	1139	1552	1643	2065
ENSG00000101868	POLA1	1436	2325	1363	1495	2156	2266	2852
ENSG00000101871	MID1	673	1053	694	734	1075	1031	1386
ENSG00000101882	NKAP	972	1601	964	897	1440	1268	1503
ENSG00000101883	RHOXF1	3	3	2	3	5	2	0
ENSG00000101888	NXT2	219	386	233	200	376	406	446
ENSG00000101890	GUCY2F	2	0	0	0	0	0	1
ENSG00000101892	ATP1B4	1	8	4	3	5	4	6
ENSG00000101898	MCTS2	53	95	62	70	76	93	101
ENSG00000101901	ALG13	462	821	428	440	552	539	747
ENSG00000101911	PRPS2	2419	3889	2459	2431	3087	2864	3467
ENSG00000101916	TLR8	2	1	0	1	0	0	0
ENSG00000101928	MOSPD1	272	474	289	239	384	361	454
ENSG00000101935	AMMECR1	1071	1712	1002	1004	1578	1512	2090
ENSG00000101938	CHRDL1	1696	2831	1469	1410	1517	1439	1534
ENSG00000101940	WDR13	2072	3560	2181	1980	2534	2274	2761
ENSG00000101945	SUV39H1	783	1359	836	871	1305	1330	1575
ENSG00000101955	SRPX	14522	25048	15074	14606	15583	15676	17860
ENSG00000101958	GLRA2	0	1	0	0	0	0	0
ENSG00000101966	XIAP	2373	3471	2057	2105	2850	2461	3084
ENSG00000101972	STAG2	6369	10556	5898	6084	7752	7465	8974
ENSG00000101974	ATP11C	833	1302	738	855	837	724	971
ENSG00000101977	MCF2	0	3	1	0	0	0	0
ENSG00000101986	ABCD1	534	957	602	568	849	786	1019
ENSG00000101997	CCDC22	628	1059	634	674	979	956	1142
ENSG00000102001	CACNA1F	1	2	0	0	1	1	0
ENSG00000102003	SYP	44	70	38	38	67	53	95
ENSG00000102007	PLP2	2187	4003	2549	2427	3412	3403	4034
ENSG00000102010	BMX	0	0	0	0	1	4	0
ENSG00000102021	LUZP4	1	1	0	0	1	0	0
ENSG00000102024	PLS3	3856	6444	3918	3847	4941	4901	5791
ENSG00000102030	NAA10	1430	2606	1611	1583	2794	2802	3486
ENSG00000102032	RENBP	35	67	41	31	40	37	30
ENSG00000102034	ELF4	686	1164	653	749	991	904	1191
ENSG00000102038	SMARCA1	2030	3418	1969	1970	1855	1830	2134
ENSG00000102043	MTMR8	0	0	0	0	0	1	0
ENSG00000102048	ASB9	347	568	367	346	468	414	538
ENSG00000102053	ZC3H12B	38	60	35	31	49	46	60
ENSG00000102054	RBBP7	3366	5674	3624	3380	5090	4888	6571
ENSG00000102057	KCND1	145	210	123	121	152	142	151
ENSG00000102078	SLC25A14	223	425	233	223	376	370	506
ENSG00000102081	FMR1	1124	1951	1197	1088	1590	1321	1777
ENSG00000102096	PIM2	491	782	450	466	521	545	637
ENSG00000102098	SCML2	115	168	125	137	179	176	228
ENSG00000102100	SLC35A2	1358	2146	1415	1394	1928	1900	2328
ENSG00000102103	PQBP1	1193	2086	1294	1202	1754	1729	2192
ENSG00000102104	RS1	0	0	0	0	1	0	0
ENSG00000102109	PCSK1N	64	99	59	59	68	60	58
ENSG00000102119	EMD	1562	2397	1499	1645	2435	2350	2968
ENSG00000102125	TAFAZZIN	510	858	476	574	697	634	862
ENSG00000102128	RAB40AL	1	8	1	0	2	0	1
ENSG00000102144	PGK1	15610	27124	16777	16056	22859	22160	26474
ENSG00000102145	GATA1	0	2	1	0	0	0	1
ENSG00000102158	MAGT1	1000	1681	1312	1083	1554	1316	1661
ENSG00000102172	SMS	4258	7281	4609	4322	6344	6164	7854
ENSG00000102174	PHEX	172	244	154	104	223	176	196
ENSG00000102178	UBL4A	1802	3109	1937	1928	2454	2334	2945
ENSG00000102181	CD99L2	1717	2813	1750	1748	1955	1951	2294
ENSG00000102189	EEA1	2939	4563	2501	2771	3832	3602	4373
ENSG00000102195	GPR50	0	0	0	0	0	1	0
ENSG00000102218	RP2	502	826	526	476	815	826	1095
ENSG00000102221	JADE3	276	414	268	267	443	399	562
ENSG00000102225	CDK16	4854	8011	5024	5087	6313	5906	7372
ENSG00000102226	USP11	4491	7611	4550	4624	5409	5425	6355
ENSG00000102230	PCYT1B	143	193	127	143	177	197	220
ENSG00000102239	BRS3	0	0	1	0	0	0	0
ENSG00000102241	HTATSF1	1922	3089	1972	1891	2611	2440	3186
ENSG00000102245	CD40LG	2	0	0	0	0	1	0
ENSG00000102265	TIMP1	14249	25373	14440	13850	15915	16916	19278
ENSG00000102271	KLHL4	1	1	0	0	1	3	1
ENSG00000102302	FGD1	428	671	389	429	484	480	594
ENSG00000102309	PIN4	583	984	678	661	1085	1056	1280
ENSG00000102312	PORCN	842	1299	798	733	862	727	925
ENSG00000102313	ITIH6	117	183	97	106	76	68	96
ENSG00000102316	MAGED2	1462	2681	1589	1583	1655	1540	1839
ENSG00000102317	RBM3	3524	6003	3604	3551	4584	4170	5376
ENSG00000102349	KLF8	1	0	0	0	0	0	0
ENSG00000102359	SRPX2	301	509	274	276	211	210	264
ENSG00000102362	SYTL4	114	205	163	119	208	202	217
ENSG00000102383	ZDHHC15	1	13	3	1	5	8	4
ENSG00000102384	CENPI	320	529	344	343	546	452	699
ENSG00000102385	DRP2	10	13	3	10	10	16	13
ENSG00000102387	TAF7L	8	8	3	4	5	4	5
ENSG00000102390	PBDC1	299	512	359	286	587	556	736
ENSG00000102393	GLA	453	761	549	438	615	568	740
ENSG00000102401	ARMCX3	906	1443	835	816	1305	1218	1468
ENSG00000102409	BEX4	41	61	36	43	52	53	70
ENSG00000102445	RUBCNL	164	331	182	160	259	261	366
ENSG00000102452	NALCN	119	190	104	113	173	141	180
ENSG00000102466	FGF14	36	49	29	31	43	46	27
ENSG00000102468	HTR2A	1	0	0	0	0	0	0
ENSG00000102471	NDFIP2	2254	3574	2152	2144	3267	3137	3876
ENSG00000102524	TNFSF13B	44	62	35	31	40	36	39
ENSG00000102531	FNDC3A	3364	5474	2933	3006	4674	4440	5353
ENSG00000102539	MLNR	0	2	1	0	2	0	2
ENSG00000102543	CDADC1	236	386	246	192	307	314	298
ENSG00000102547	CAB39L	180	256	167	148	132	137	159
ENSG00000102554	KLF5	556	957	653	593	1453	1372	1857
ENSG00000102572	STK24	5806	10013	5898	5787	6684	6719	7587
ENSG00000102575	ACP5	1050	1751	1111	1013	1553	1579	1703
ENSG00000102580	DNAJC3	3010	4837	2821	2913	3962	3923	4825
ENSG00000102595	UGGT2	1371	2274	1168	1245	1296	1354	1532
ENSG00000102606	ARHGEF7	2136	3586	2027	2086	2819	2765	3590
ENSG00000102678	FGF9	0	0	0	0	1	0	0
ENSG00000102683	SGCG	5	10	5	2	3	6	1
ENSG00000102699	PARP4	4955	8051	4106	4492	4997	5102	5871
ENSG00000102710	SUPT20H	951	1445	926	870	1337	1340	1693
ENSG00000102738	MRPS31	654	1120	691	629	1180	1181	1494
ENSG00000102743	SLC25A15	958	1501	1021	995	1300	1191	1573
ENSG00000102753	KPNA3	1941	3268	1937	2036	2800	2681	3424
ENSG00000102755	FLT1	969	1625	966	1002	956	951	1455
ENSG00000102760	RGCC	0	3	1	0	1	1	1
ENSG00000102763	VWA8	1481	2407	1316	1469	1692	1706	2005
ENSG00000102780	DGKH	723	1032	563	613	717	696	811
ENSG00000102781	KATNAL1	662	1127	647	693	970	961	1300
ENSG00000102786	INTS6	1350	2287	1188	1317	1497	1000	1667
ENSG00000102794	ACOD1	0	0	0	1	0	1	0
ENSG00000102796	DHRS12	54	83	66	54	49	57	60
ENSG00000102802	MEDAG	1	1	0	1	2	0	1
ENSG00000102804	TSC22D1	4818	8311	4748	4746	4949	5000	6055
ENSG00000102805	CLN5	571	873	557	562	936	823	1051
ENSG00000102854	MSLN	0	0	0	1	0	1	0
ENSG00000102858	MGRN1	2456	4000	2329	2552	3076	3186	3665
ENSG00000102870	ZNF629	853	1504	827	807	1204	1072	1360
ENSG00000102871	TRADD	294	448	306	286	328	260	332
ENSG00000102878	HSF4	29	71	8	18	74	47	64
ENSG00000102879	CORO1A	191	337	255	235	433	461	496
ENSG00000102882	MAPK3	1328	2390	1379	1362	1883	1785	2171
ENSG00000102886	GDPD3	0	3	4	0	4	7	14
ENSG00000102890	ELMO3	80	142	92	76	92	73	119
ENSG00000102893	PHKB	733	1327	786	839	992	1019	1301
ENSG00000102897	LYRM1	511	890	557	468	663	643	750
ENSG00000102898	NUTF2	2318	4014	2825	2752	4135	4073	5292
ENSG00000102900	NUP93	2175	3430	2304	2242	3318	3263	4182
ENSG00000102901	CENPT	265	484	270	227	381	474	602
ENSG00000102904	TSNAXIP1	6	9	5	3	16	12	22
ENSG00000102908	NFAT5	2238	3541	1928	2446	2738	2461	3343
ENSG00000102910	LONP2	3303	5536	2928	3182	4073	3808	4436
ENSG00000102921	N4BP1	793	1418	859	871	1171	942	1242
ENSG00000102924	CBLN1	112	171	111	92	173	112	243
ENSG00000102931	ARL2BP	1394	2419	1380	1368	2236	2219	2867
ENSG00000102934	PLLP	133	231	119	129	229	208	258
ENSG00000102935	ZNF423	1	9	5	2	2	0	4
ENSG00000102962	CCL22	2	7	5	9	4	11	7
ENSG00000102967	DHODH	515	983	563	575	826	748	982
ENSG00000102970	CCL17	2	0	0	0	1	1	2
ENSG00000102974	CTCF	1822	2940	1772	1932	2664	2623	3428
ENSG00000102977	ACD	854	1410	972	871	1459	1454	1892
ENSG00000102978	POLR2C	2114	3664	2227	2132	3146	3114	3936
ENSG00000102981	PARD6A	13	33	21	25	61	68	99
ENSG00000102984	ZNF821	86	127	83	82	118	87	120
ENSG00000102996	MMP15	2022	3320	2256	2266	2289	2180	3027
ENSG00000103005	USB1	1372	2384	1604	1571	2010	1978	2508
ENSG00000103018	CYB5B	3031	5096	3009	3211	5245	5274	7115
ENSG00000103021	CCDC113	272	515	255	279	333	345	328
ENSG00000103023	PRSS54	1	0	0	0	0	0	0
ENSG00000103024	NME3	695	1088	710	645	765	782	916
ENSG00000103034	NDRG4	1167	1844	1170	1016	1228	1194	1435
ENSG00000103035	PSMD7	3602	5761	3802	3493	5503	5262	6675
ENSG00000103037	SETD6	608	985	598	607	756	707	961
ENSG00000103042	SLC38A7	659	1176	650	641	973	865	1097
ENSG00000103043	VAC14	1265	2133	1235	1316	1618	1566	1925
ENSG00000103044	HAS3	163	238	183	172	265	236	373
ENSG00000103047	TANGO6	735	1218	755	734	1080	1099	1355
ENSG00000103051	COG4	1144	2268	1287	1365	1783	1760	2019
ENSG00000103056	SMPD3	43	74	37	45	63	33	54
ENSG00000103061	SLC7A6OS	529	984	633	642	637	753	892
ENSG00000103064	SLC7A6	947	1412	802	804	1203	1146	1512
ENSG00000103066	PLA2G15	363	604	380	390	489	459	626
ENSG00000103067	ESRP2	5	14	10	0	15	8	5
ENSG00000103091	WDR59	899	1346	836	799	894	876	987
ENSG00000103111	MON1B	1504	2620	1385	1509	1835	1954	1990
ENSG00000103121	CMC2	635	1001	623	638	1028	989	1224
ENSG00000103126	AXIN1	969	1561	910	987	1275	1170	1473
ENSG00000103145	HCFC1R1	902	1524	1021	925	1186	1300	1345
ENSG00000103148	NPRL3	1716	3081	1884	1905	2158	2158	2461
ENSG00000103150	MLYCD	511	840	518	529	574	628	708
ENSG00000103152	MPG	2810	4827	2956	2949	3909	3696	4616
ENSG00000103154	NECAB2	4	0	4	5	0	0	4
ENSG00000103160	HSDL1	648	1189	756	734	1117	1053	1422
ENSG00000103168	TAF1C	1382	2444	1470	1650	2092	2213	2460
ENSG00000103174	NAGPA	360	557	305	329	349	307	365
ENSG00000103175	WFDC1	12	23	11	11	23	17	25
ENSG00000103184	SEC14L5	5	6	3	5	16	7	6
ENSG00000103187	COTL1	10246	17608	12232	11734	13983	13241	17132
ENSG00000103194	USP10	3330	5626	3376	3388	4686	4955	6176
ENSG00000103196	CRISPLD2	89	141	91	107	78	54	88
ENSG00000103197	TSC2	2626	4265	2421	2556	2998	3001	3311
ENSG00000103199	ZNF500	390	557	397	358	456	412	448
ENSG00000103202	NME4	2176	3782	2355	2263	3018	2874	3375
ENSG00000103222	ABCC1	1743	2873	1650	1783	2402	2170	2880
ENSG00000103226	NOMO3	1801	2798	1656	1964	2286	2186	3074
ENSG00000103227	LMF1	404	604	398	355	476	495	522
ENSG00000103241	FOXF1	1462	2433	1382	1426	1573	1455	1783
ENSG00000103245	CIAO3	609	1133	671	625	879	777	1027
ENSG00000103248	MTHFSD	555	973	573	570	753	701	858
ENSG00000103249	CLCN7	1982	3441	2165	1998	3121	3055	3530
ENSG00000103253	HAGHL	913	1550	958	932	1146	958	1195
ENSG00000103254	ANTKMT	529	927	639	553	824	767	950
ENSG00000103257	SLC7A5	5331	9067	6610	6628	10205	9999	13479
ENSG00000103260	METRN	3162	5381	3490	3106	3989	3262	4309
ENSG00000103264	FBXO31	914	1319	825	918	1018	939	1091
ENSG00000103266	STUB1	3190	5158	3291	3066	3887	3470	4421
ENSG00000103269	RHBDL1	119	182	90	102	84	55	116
ENSG00000103274	NUBP1	901	1454	989	861	1013	1100	1197
ENSG00000103275	UBE2I	3363	5792	3437	3443	5009	5040	6384
ENSG00000103310	ZP2	0	0	0	0	0	0	1
ENSG00000103313	MEFV	10	9	9	5	6	8	14
ENSG00000103316	CRYM	0	0	2	0	0	0	0
ENSG00000103319	EEF2K	1280	2152	1308	1396	1704	1574	1918
ENSG00000103326	CAPN15	1573	2668	1556	1762	2196	1846	2700
ENSG00000103335	PIEZO1	4491	7103	4244	4740	5601	5187	6531
ENSG00000103342	GSPT1	6606	11006	6829	6714	9916	9496	11956
ENSG00000103343	ZNF174	450	736	430	437	648	637	844
ENSG00000103351	CLUAP1	895	1382	883	820	1288	1289	1534
ENSG00000103353	UBFD1	2021	3290	1984	2006	2619	2443	3168
ENSG00000103355	PRSS33	223	405	227	205	250	201	206
ENSG00000103356	EARS2	501	892	638	599	620	598	787
ENSG00000103363	ELOB	3090	5292	3461	3453	4586	4474	5538
ENSG00000103365	GGA2	1660	2849	1624	1792	1864	1844	2242
ENSG00000103381	CPPED1	804	1388	826	798	1086	1120	1326
ENSG00000103404	USP31	518	815	501	529	728	690	925
ENSG00000103415	HMOX2	1588	2697	1661	1656	2515	2522	3250
ENSG00000103423	DNAJA3	2565	4259	2704	2547	3104	3253	4063
ENSG00000103426	CORO7-PAM16	0	0	6	0	0	0	0
ENSG00000103429	BFAR	3832	6402	3748	3457	5237	5166	6374
ENSG00000103449	SALL1	820	1439	726	785	802	807	905
ENSG00000103479	RBL2	2738	4573	2704	2614	2868	2724	2929
ENSG00000103485	QPRT	1049	1768	997	904	978	941	889
ENSG00000103489	XYLT1	1574	2674	1475	1595	1242	1087	1307
ENSG00000103490	PYCARD	0	0	3	0	1	0	0
ENSG00000103494	RPGRIP1L	499	795	387	457	678	638	691
ENSG00000103495	MAZ	8569	14870	9312	8890	12690	9826	15037
ENSG00000103496	STX4	649	1079	639	623	846	607	853
ENSG00000103502	CDIPT	3178	5523	3574	3304	4328	3777	5144
ENSG00000103507	BCKDK	1772	3207	1860	1840	2744	2747	3195
ENSG00000103510	KAT8	668	1021	684	724	908	769	968
ENSG00000103512	NOMO1	13620	22866	12889	13405	15569	15167	18133
ENSG00000103522	IL21R	13	18	9	22	14	13	22
ENSG00000103528	SYT17	18	25	20	19	23	14	21
ENSG00000103534	TMC5	8	9	3	4	7	9	7
ENSG00000103540	CCP110	1346	2237	1323	1360	2212	2115	2779
ENSG00000103544	VPS35L	1575	2642	1533	1586	1741	1793	2053
ENSG00000103549	RNF40	4092	6924	4180	4243	6162	5910	7677
ENSG00000103550	KNOP1	2349	3608	2206	2248	2522	2363	3110
ENSG00000103591	AAGAB	1396	2359	1382	1326	1975	1834	2447
ENSG00000103599	IQCH	34	66	33	41	57	62	53
ENSG00000103642	LACTB	595	1100	588	554	767	715	857
ENSG00000103647	CORO2B	475	840	457	476	639	591	709
ENSG00000103653	CSK	2469	4112	2696	2628	3793	3659	4838
ENSG00000103657	HERC1	2096	3220	1722	2026	2594	2439	3097
ENSG00000103671	TRIP4	482	877	560	488	809	682	932
ENSG00000103707	MTFMT	336	506	346	364	473	393	425
ENSG00000103710	RASL12	493	880	497	485	465	438	451
ENSG00000103723	AP3B2	113	171	110	118	121	124	133
ENSG00000103740	ACSBG1	2	14	10	8	8	6	10
ENSG00000103742	IGDCC4	0	11	1	4	6	0	1
ENSG00000103769	RAB11A	2932	4975	3043	2997	3650	3575	4305
ENSG00000103811	CTSH	91	215	189	7	0	238	195
ENSG00000103852	TTC23	554	813	423	397	496	492	639
ENSG00000103855	CD276	4918	8172	5227	5271	7028	6840	8405
ENSG00000103876	FAH	646	1011	606	689	781	835	907
ENSG00000103888	CEMIP	16720	27216	14114	14974	15369	15063	18724
ENSG00000103932	RPAP1	2201	3702	2199	2324	3271	3192	4008
ENSG00000103942	HOMER2	462	739	485	473	570	535	675
ENSG00000103966	EHD4	2906	5006	3296	3555	4962	4691	6684
ENSG00000103978	TMEM87A	3813	6037	3214	3377	4012	3891	4592
ENSG00000103994	ZNF106	6398	10315	5693	6076	7382	6984	7984
ENSG00000103995	CEP152	1163	1777	996	1036	1460	1400	1825
ENSG00000104043	ATP8B4	8	29	29	20	38	36	28
ENSG00000104044	OCA2	17	31	26	13	15	22	32
ENSG00000104047	DTWD1	275	450	238	227	321	274	400
ENSG00000104055	TGM5	0	0	0	6	0	3	0
ENSG00000104059	FAM189A1	74	108	67	58	85	56	68
ENSG00000104064	GABPB1	542	858	546	576	798	755	1009
ENSG00000104067	TJP1	1836	2950	1695	1807	2419	2363	2873
ENSG00000104081	BMF	956	1490	861	763	972	871	815
ENSG00000104093	DMXL2	1203	1806	998	1107	1447	1324	1687
ENSG00000104112	SCG3	1	0	0	0	0	1	1
ENSG00000104129	DNAJC17	158	291	145	175	302	269	404
ENSG00000104131	EIF3J	3472	5591	3551	3510	6395	5491	7622
ENSG00000104133	SPG11	1743	2641	1531	1492	1996	1919	2367
ENSG00000104140	RHOV	14	11	3	4	10	4	15
ENSG00000104142	VPS18	1155	2005	1262	1312	1985	1852	2405
