ensembl	symbol	IPC-DMSO-A	IPC-DMSO-B	IPC-DMSO-C	IPC-DMSO-D	IPC-GiB-A	IPC-GiB-B	IPC-GiB-C
ENSG00000102100	SLC35A2	1141	1380	942	1133	807	811	983
ENSG00000102103	PQBP1	3147	4134	2293	3230	2206	2486	2845
ENSG00000102109	PCSK1N	238	287	189	271	171	198	167
ENSG00000102119	EMD	1605	2356	1299	1792	1226	1279	1444
ENSG00000102125	TAFAZZIN	496	582	314	527	355	334	396
ENSG00000102128	RAB40AL	6	0	3	1	1	1	0
ENSG00000102144	PGK1	27722	37771	22722	32701	21249	22959	23867
ENSG00000102145	GATA1	0	1	0	0	0	0	0
ENSG00000102158	MAGT1	3500	4410	2905	4143	2448	2721	2760
ENSG00000102172	SMS	21422	26981	16207	23109	15465	16801	18558
ENSG00000102174	PHEX	87	122	75	100	72	76	108
ENSG00000102178	UBL4A	2654	3552	2064	3152	1915	2084	2270
ENSG00000102181	CD99L2	1100	1533	929	1235	765	846	894
ENSG00000102189	EEA1	5155	7157	4523	6236	4479	4591	4558
ENSG00000102195	GPR50	0	1	0	0	0	0	0
ENSG00000102218	RP2	1144	1595	830	1316	824	937	970
ENSG00000102221	JADE3	535	891	507	710	518	506	593
ENSG00000102225	CDK16	4728	6098	3722	5548	3532	3835	3892
ENSG00000102226	USP11	1946	2580	1490	2402	1522	1638	1678
ENSG00000102230	PCYT1B	83	139	103	119	63	79	61
ENSG00000102241	HTATSF1	2717	3470	2003	2944	1914	2180	2234
ENSG00000102265	TIMP1	2645	3629	2112	2935	1884	2100	2231
ENSG00000102271	KLHL4	3	6	9	3	3	4	6
ENSG00000102302	FGD1	1842	2540	1501	2204	1406	1619	1638
ENSG00000102309	PIN4	458	528	325	496	255	354	375
ENSG00000102312	PORCN	137	225	63	197	98	162	140
ENSG00000102313	ITIH6	14	23	16	18	6	10	14
ENSG00000102316	MAGED2	3520	4867	2845	3976	2704	2790	3114
ENSG00000102317	RBM3	3837	5004	3002	4235	2850	2887	3613
ENSG00000102349	KLF8	190	268	182	276	126	180	188
ENSG00000102359	SRPX2	35	65	35	58	29	27	29
ENSG00000102362	SYTL4	665	877	524	694	568	594	580
ENSG00000102383	ZDHHC15	6	5	1	4	4	5	7
ENSG00000102384	CENPI	2640	3771	2198	3053	2128	2288	2372
ENSG00000102385	DRP2	21	27	17	25	20	16	9
ENSG00000102387	TAF7L	247	294	170	270	177	191	205
ENSG00000102390	PBDC1	1338	1727	1037	1366	925	1099	1196
ENSG00000102393	GLA	1401	1972	1127	1618	1095	1143	1361
ENSG00000102401	ARMCX3	3055	3913	2222	3080	2238	2436	2762
ENSG00000102409	BEX4	739	1023	592	772	479	507	622
ENSG00000102445	RUBCNL	184	203	76	162	116	107	103
ENSG00000102452	NALCN	19	16	8	23	16	20	5
ENSG00000102466	FGF14	29	26	20	26	19	22	19
ENSG00000102468	HTR2A	0	0	1	0	0	0	0
ENSG00000102471	NDFIP2	1904	2560	1445	2148	1398	1475	1619
ENSG00000102524	TNFSF13B	135	182	108	126	84	117	105
ENSG00000102531	FNDC3A	2990	4112	2544	3523	2624	2713	2695
ENSG00000102539	MLNR	5	10	6	9	8	5	9
ENSG00000102543	CDADC1	264	326	164	245	185	222	214
ENSG00000102547	CAB39L	584	924	501	697	448	489	544
ENSG00000102554	KLF5	339	500	303	438	305	329	312
ENSG00000102572	STK24	5800	7220	4756	6879	4560	4960	5171
ENSG00000102575	ACP5	2943	4009	2214	3186	1993	2228	2505
ENSG00000102580	DNAJC3	3600	4715	2849	4113	2873	3041	3237
ENSG00000102595	UGGT2	748	1018	585	838	562	602	606
ENSG00000102606	ARHGEF7	2941	4005	2345	3237	2311	2482	2535
ENSG00000102678	FGF9	0	0	0	2	0	0	0
ENSG00000102683	SGCG	0	0	0	1	0	1	0
ENSG00000102699	PARP4	4879	7147	4124	5873	4179	4358	4463
ENSG00000102710	SUPT20H	1062	1409	799	1288	760	822	829
ENSG00000102738	MRPS31	570	776	422	622	502	464	489
ENSG00000102743	SLC25A15	824	1150	650	965	658	752	793
ENSG00000102753	KPNA3	3379	4878	2758	3971	2855	2996	3092
ENSG00000102755	FLT1	163	218	117	168	86	114	144
ENSG00000102760	RGCC	5	16	10	11	14	10	8
ENSG00000102763	VWA8	960	1386	840	1174	792	941	891
ENSG00000102780	DGKH	1292	1666	989	1447	995	1106	1088
ENSG00000102781	KATNAL1	1468	1985	1152	1657	1112	1159	1176
ENSG00000102786	INTS6	1449	2005	1027	1526	1151	1232	1301
ENSG00000102796	DHRS12	168	198	125	124	107	118	121
ENSG00000102802	MEDAG	6	6	4	5	3	8	1
ENSG00000102804	TSC22D1	1050	1445	863	1206	846	869	877
ENSG00000102805	CLN5	1012	1298	735	1045	696	785	836
ENSG00000102854	MSLN	0	0	0	0	1	0	0
ENSG00000102858	MGRN1	2922	4095	2524	3505	2385	2515	2510
ENSG00000102870	ZNF629	259	368	236	307	222	272	255
ENSG00000102871	TRADD	1296	1510	998	1341	860	946	1012
ENSG00000102878	HSF4	506	561	284	526	344	337	330
ENSG00000102879	CORO1A	82	95	46	86	66	73	72
ENSG00000102882	MAPK3	1957	2378	1536	2257	1386	1477	1572
ENSG00000102886	GDPD3	2	0	2	9	7	0	0
ENSG00000102890	ELMO3	114	139	68	121	92	64	94
ENSG00000102893	PHKB	2507	3460	2104	3087	2052	2075	2033
ENSG00000102897	LYRM1	345	495	294	491	313	314	334
ENSG00000102898	NUTF2	4975	6915	4037	5619	3904	4160	4606
ENSG00000102900	NUP93	5744	7833	4528	6636	4510	4911	5235
ENSG00000102901	CENPT	426	685	394	480	384	409	413
ENSG00000102904	TSNAXIP1	3	2	15	4	5	4	0
ENSG00000102908	NFAT5	1130	1950	1237	923	959	891	1143
ENSG00000102910	LONP2	5707	7737	4763	6842	4768	5038	5384
ENSG00000102921	N4BP1	1271	1633	997	1427	988	1055	1054
ENSG00000102924	CBLN1	2	0	0	0	0	0	2
ENSG00000102931	ARL2BP	3400	4394	2545	3631	2345	2614	2705
ENSG00000102934	PLLP	253	320	240	308	167	212	220
ENSG00000102962	CCL22	5	6	7	5	9	3	2
ENSG00000102967	DHODH	665	862	491	733	470	487	548
ENSG00000102970	CCL17	11	13	7	9	1	9	6
ENSG00000102974	CTCF	2299	3353	1996	2801	1888	2096	2287
ENSG00000102977	ACD	1228	1611	953	1351	855	978	999
ENSG00000102978	POLR2C	3153	4283	2403	3438	2350	2676	3016
ENSG00000102981	PARD6A	60	109	45	75	39	57	61
ENSG00000102984	ZNF821	94	87	100	146	45	73	84
ENSG00000102996	MMP15	804	1161	668	986	606	652	640
ENSG00000103005	USB1	3156	4371	2514	3856	2438	2612	2792
ENSG00000103018	CYB5B	6351	8707	4805	6744	4449	5027	5347
ENSG00000103021	CCDC113	25	34	34	29	18	27	25
ENSG00000103024	NME3	380	558	352	400	262	300	401
ENSG00000103034	NDRG4	5	20	12	20	2	16	8
ENSG00000103035	PSMD7	4081	5375	3270	4482	2987	3411	3279
ENSG00000103037	SETD6	970	1314	777	1065	774	793	966
ENSG00000103042	SLC38A7	1558	1990	1171	1680	1131	1293	1425
ENSG00000103043	VAC14	4606	5706	3520	5077	3600	3828	3911
ENSG00000103044	HAS3	49	51	34	42	26	35	27
ENSG00000103047	TANGO6	1132	1573	920	1249	826	890	1016
ENSG00000103051	COG4	1932	2429	1467	1948	1323	1532	1511
ENSG00000103056	SMPD3	64	65	50	58	33	47	55
ENSG00000103061	SLC7A6OS	1678	2127	1308	1893	1177	1268	1387
ENSG00000103064	SLC7A6	3268	4597	2317	3591	2483	2626	2847
ENSG00000103066	PLA2G15	1611	2093	1315	1842	1157	1374	1336
ENSG00000103067	ESRP2	7	11	12	12	14	13	5
ENSG00000103089	FA2H	0	0	0	0	1	0	0
ENSG00000103091	WDR59	1647	2224	1264	1794	1223	1375	1416
ENSG00000103111	MON1B	1771	2459	1459	2175	1344	1557	1726
ENSG00000103121	CMC2	1275	1774	1022	1364	907	982	1103
ENSG00000103126	AXIN1	1368	1841	1064	1562	1040	1150	1186
ENSG00000103145	HCFC1R1	754	1032	606	816	576	595	609
ENSG00000103148	NPRL3	1611	2048	1164	1633	1109	1377	1341
ENSG00000103150	MLYCD	267	346	242	354	224	280	286
ENSG00000103152	MPG	1531	2086	1308	1751	1077	1206	1420
ENSG00000103154	NECAB2	8	2	0	3	0	2	3
ENSG00000103160	HSDL1	2069	3072	1719	2395	1694	1865	1959
ENSG00000103168	TAF1C	4571	5710	3415	5083	3243	3523	4073
ENSG00000103174	NAGPA	564	767	458	631	448	504	459
ENSG00000103175	WFDC1	6613	8712	5085	7306	4646	5326	5689
ENSG00000103184	SEC14L5	5	5	4	3	3	4	3
ENSG00000103187	COTL1	12501	15824	9625	13817	8782	9453	9577
ENSG00000103194	USP10	4315	6154	3408	5162	3308	3642	3703
ENSG00000103196	CRISPLD2	8	13	6	8	9	9	8
ENSG00000103197	TSC2	1693	2544	1351	1935	1532	1611	1657
ENSG00000103199	ZNF500	203	326	212	239	226	223	251
ENSG00000103202	NME4	1784	2409	1332	2045	1309	1493	1614
ENSG00000103222	ABCC1	1117	1407	883	1398	954	1018	891
ENSG00000103226	NOMO3	1169	1767	1317	2028	1142	1195	1284
ENSG00000103227	LMF1	155	217	111	187	106	118	116
ENSG00000103245	CIAO3	784	975	574	797	479	603	655
ENSG00000103248	MTHFSD	460	685	425	641	335	413	396
ENSG00000103249	CLCN7	7782	10292	5711	8348	5797	6293	7140
ENSG00000103253	HAGHL	1189	1605	936	1331	776	931	977
ENSG00000103254	ANTKMT	453	582	309	480	244	318	366
ENSG00000103257	SLC7A5	27501	37535	23013	33781	23667	25357	24856
ENSG00000103260	METRN	2351	3097	1853	2858	1818	1908	1919
ENSG00000103264	FBXO31	635	864	528	698	482	564	566
ENSG00000103266	STUB1	4764	6505	3687	5270	3305	3580	3832
ENSG00000103269	RHBDL1	31	38	11	18	22	16	18
ENSG00000103274	NUBP1	903	1248	642	998	633	688	823
ENSG00000103275	UBE2I	5109	7319	3892	5622	3808	4184	4728
ENSG00000103310	ZP2	0	0	0	0	0	1	0
ENSG00000103313	MEFV	5	6	4	7	5	7	8
ENSG00000103316	CRYM	11	7	13	17	7	3	12
ENSG00000103319	EEF2K	2181	2996	1727	2729	1792	1844	1987
ENSG00000103326	CAPN15	2167	2696	1639	2372	1497	1558	1667
ENSG00000103335	PIEZO1	3076	4417	2572	3820	2567	2700	2825
ENSG00000103342	GSPT1	7998	10676	6180	8888	6273	6779	7103
ENSG00000103343	ZNF174	346	508	246	388	251	308	291
ENSG00000103351	CLUAP1	371	457	297	407	267	329	282
ENSG00000103353	UBFD1	2356	3232	1803	2565	1863	2010	2224
ENSG00000103355	PRSS33	36	34	10	30	16	19	19
ENSG00000103356	EARS2	608	959	475	540	416	399	511
ENSG00000103363	ELOB	2979	3966	2278	3032	1976	2203	2702
ENSG00000103365	GGA2	2662	3638	2123	3303	2231	2311	2328
ENSG00000103375	AQP8	2	4	0	0	0	0	0
ENSG00000103381	CPPED1	1147	1486	888	1255	814	915	987
ENSG00000103404	USP31	748	1072	624	914	585	698	684
ENSG00000103415	HMOX2	2178	2868	1627	2316	1571	1667	1916
ENSG00000103423	DNAJA3	3067	4144	2296	3343	2234	2430	2716
ENSG00000103426	CORO7-PAM16	8	3	0	0	0	0	5
ENSG00000103429	BFAR	3988	5230	3147	4537	3127	3145	3572
ENSG00000103479	RBL2	2166	3124	1852	2784	1822	1795	1924
ENSG00000103485	QPRT	4015	5253	3115	4364	2730	2851	3185
ENSG00000103489	XYLT1	36	62	28	39	29	21	26
ENSG00000103490	PYCARD	1528	1942	1138	1577	940	1054	1222
ENSG00000103494	RPGRIP1L	253	424	260	378	244	257	294
ENSG00000103495	MAZ	6813	8758	5324	7559	5078	5676	6049
ENSG00000103496	STX4	1018	1422	812	1194	715	792	865
ENSG00000103502	CDIPT	2872	3713	2242	3363	2019	2214	2290
ENSG00000103507	BCKDK	2038	2728	1659	2475	1587	1711	1633
ENSG00000103510	KAT8	552	706	431	617	392	472	474
ENSG00000103512	NOMO1	7525	10561	6011	8867	5919	6411	6717
ENSG00000103522	IL21R	0	0	1	0	0	3	3
ENSG00000103528	SYT17	27	40	34	37	25	19	23
ENSG00000103534	TMC5	13	11	10	13	10	6	9
ENSG00000103540	CCP110	861	1256	728	1079	725	731	768
ENSG00000103544	VPS35L	1559	2145	1209	1807	1199	1319	1390
ENSG00000103549	RNF40	3179	4476	2309	3486	2467	2708	3092
ENSG00000103550	KNOP1	1798	2189	1389	2026	1296	1542	1649
ENSG00000103591	AAGAB	2137	2822	1607	2348	1588	1661	1750
ENSG00000103599	IQCH	12	37	29	32	25	17	46
ENSG00000103642	LACTB	2238	2804	1746	2454	1735	1814	2028
ENSG00000103647	CORO2B	44	43	37	61	30	25	35
ENSG00000103653	CSK	4720	6255	3724	5410	3397	3923	4105
ENSG00000103657	HERC1	1147	1641	937	1282	1010	1043	1067
ENSG00000103671	TRIP4	925	1282	727	1052	653	740	844
ENSG00000103707	MTFMT	438	558	347	599	365	387	413
ENSG00000103710	RASL12	3	10	6	3	9	6	6
ENSG00000103723	AP3B2	40	58	44	55	39	36	35
ENSG00000103740	ACSBG1	38	52	40	50	11	19	40
ENSG00000103742	IGDCC4	33	94	62	59	45	61	82
ENSG00000103769	RAB11A	4729	6508	3862	5448	3574	3738	4108
ENSG00000103811	CTSH	578	697	469	748	441	539	347
ENSG00000103852	TTC23	379	552	293	443	235	337	366
ENSG00000103855	CD276	4641	6236	3446	5594	3473	3787	3885
ENSG00000103876	FAH	1846	2599	1516	2196	1514	1596	1596
ENSG00000103888	CEMIP	2927	4276	2463	3626	2418	2514	2604
ENSG00000103932	RPAP1	1230	1612	894	1400	948	1051	965
ENSG00000103942	HOMER2	505	692	430	654	432	403	437
ENSG00000103966	EHD4	3344	4608	2647	3766	2486	2776	3037
ENSG00000103978	TMEM87A	3155	4360	2395	3760	2340	2687	2872
ENSG00000103994	ZNF106	17238	24284	13856	20191	13486	14438	14706
ENSG00000103995	CEP152	775	1028	720	949	676	720	687
ENSG00000104043	ATP8B4	0	0	0	7	0	3	0
ENSG00000104044	OCA2	8767	11986	7050	10216	6988	7665	7767
ENSG00000104047	DTWD1	142	170	102	181	105	107	112
ENSG00000104055	TGM5	1	0	1	0	0	1	0
ENSG00000104059	FAM189A1	1	0	0	0	0	0	0
ENSG00000104064	GABPB1	662	822	464	681	485	550	609
ENSG00000104067	TJP1	1173	1726	1021	1525	1046	1081	1137
ENSG00000104081	BMF	557	697	524	634	414	437	417
ENSG00000104093	DMXL2	1136	1834	1154	1515	1227	1233	1165
ENSG00000104112	SCG3	16	24	9	21	16	6	12
ENSG00000104129	DNAJC17	256	288	175	231	142	223	224
ENSG00000104131	EIF3J	3415	4401	2610	3716	2787	2957	3419
ENSG00000104133	SPG11	1222	1695	1059	1530	1123	1064	1191
ENSG00000104140	RHOV	16	14	8	7	9	3	8
ENSG00000104142	VPS18	3070	4189	2302	3473	2357	2573	2846
ENSG00000104147	OIP5	216	261	178	223	155	166	222
ENSG00000104154	SLC30A4	241	369	224	343	191	220	228
ENSG00000104164	BLOC1S6	1929	2541	1501	2244	1490	1651	1723
ENSG00000104177	MYEF2	1960	2550	1460	2204	1291	1384	1588
ENSG00000104205	SGK3	3954	5300	3121	4508	2908	3106	3324
ENSG00000104213	PDGFRL	171	242	151	233	134	129	148
ENSG00000104218	CSPP1	560	886	464	478	475	480	663
ENSG00000104219	ZDHHC2	459	613	384	508	321	399	387
ENSG00000104221	BRF2	468	677	380	500	379	404	538
ENSG00000104228	TRIM35	982	1313	776	1130	723	789	902
ENSG00000104231	ZFAND1	991	1265	815	1117	741	821	842
ENSG00000104237	RP1	93	143	87	95	68	76	89
ENSG00000104267	CA2	0	0	0	1	0	0	0
ENSG00000104290	FZD3	857	1097	678	930	668	711	789
ENSG00000104299	INTS9	940	1343	678	1060	776	757	869
ENSG00000104312	RIPK2	493	733	432	589	447	445	510
ENSG00000104313	EYA1	319	474	263	383	229	204	268
ENSG00000104320	NBN	2216	2948	1724	2373	1681	1811	2084
ENSG00000104321	TRPA1	166	237	137	161	153	134	154
ENSG00000104324	CPQ	678	949	571	776	496	541	647
ENSG00000104325	DECR1	595	969	432	619	387	414	565
ENSG00000104327	CALB1	2	0	0	1	2	1	1
ENSG00000104331	BPNT2	4875	6666	3851	5869	3942	4164	4531
ENSG00000104332	SFRP1	51	110	41	75	51	53	39
ENSG00000104341	LAPTM4B	8756	11645	6886	9825	6490	6761	7246
ENSG00000104343	UBE2W	728	970	557	837	550	628	608
ENSG00000104356	POP1	3678	5038	2939	4244	3028	3256	3471
ENSG00000104361	NIPAL2	334	463	252	358	256	265	304
ENSG00000104365	IKBKB	1320	1880	1069	1494	916	1153	1232
ENSG00000104368	PLAT	1131	1755	871	1438	824	1066	949
ENSG00000104369	JPH1	668	923	572	775	536	556	576
ENSG00000104375	STK3	705	1016	567	773	635	598	634
ENSG00000104381	GDAP1	731	987	641	800	510	624	626
ENSG00000104388	RAB2A	6067	8252	4776	6656	4720	5087	5561
ENSG00000104408	EIF3E	9702	12159	7813	11049	7296	8336	8515
ENSG00000104412	EMC2	1263	1871	938	1463	1047	1044	1072
ENSG00000104413	ESRP1	669	1031	515	810	586	553	660
ENSG00000104415	CCN4	0	2	0	0	0	0	0
ENSG00000104419	NDRG1	2898	4047	2833	4203	2382	2678	2277
ENSG00000104427	ZC2HC1A	507	745	363	557	418	496	506
ENSG00000104432	IL7	5	5	0	2	6	2	4
ENSG00000104435	STMN2	0	0	0	0	0	1	0
ENSG00000104442	ARMC1	2346	3110	1972	2688	1767	1849	1913
ENSG00000104447	TRPS1	374	465	367	489	286	333	312
ENSG00000104450	SPAG1	1142	1562	914	1314	918	975	989
ENSG00000104472	CHRAC1	1553	2128	1240	1647	1159	1275	1398
ENSG00000104490	NCALD	87	135	65	95	86	84	100
ENSG00000104497	SNX16	280	349	205	273	202	187	218
ENSG00000104517	UBR5	5072	7481	4586	6461	4701	4741	4727
ENSG00000104518	GSDMD	614	805	465	691	457	507	499
ENSG00000104522	GFUS	2324	3308	1845	2544	1675	1902	2121
ENSG00000104524	PYCR3	570	730	418	593	368	448	453
ENSG00000104529	EEF1D	9267	12407	7183	10169	6616	7083	8095
ENSG00000104537	ANXA13	9	13	5	6	0	7	6
ENSG00000104549	SQLE	6291	8698	5366	7437	4902	5195	5478
ENSG00000104611	SH2D4A	4	5	1	1	2	2	2
ENSG00000104613	INTS10	2455	3226	1854	2676	1904	1980	2131
ENSG00000104626	ERI1	1421	2116	1225	1640	1065	1158	1288
ENSG00000104635	SLC39A14	11348	15710	8979	12945	8992	9271	10583
ENSG00000104643	MTMR9	1152	1604	976	1368	944	967	1022
ENSG00000104660	LEPROTL1	2211	3049	1823	2542	1709	1868	1995
ENSG00000104671	DCTN6	1272	1747	1137	1503	976	1081	1145
ENSG00000104679	R3HCC1	1015	1336	687	1041	665	813	866
ENSG00000104687	GSR	4105	5756	3507	4954	3247	3457	3807
ENSG00000104689	TNFRSF10A	505	770	456	647	441	450	535
ENSG00000104691	UBXN8	834	1124	582	791	574	632	724
ENSG00000104695	PPP2CB	2959	3940	2247	3095	2174	2230	2532
ENSG00000104714	ERICH1	1371	1818	1138	1523	981	1137	1200
ENSG00000104722	NEFM	5446	6989	4261	6151	4159	4634	4832
ENSG00000104723	TUSC3	2403	3297	1827	2607	1670	1897	1984
ENSG00000104728	ARHGEF10	1902	2780	1556	2247	1517	1567	1619
ENSG00000104731	KLHDC4	506	600	350	480	332	379	435
ENSG00000104738	MCM4	8245	11048	6631	9068	6485	6966	7483
ENSG00000104756	KCTD9	2390	3263	1854	2813	1895	1984	2142
ENSG00000104760	FGL1	1	0	1	1	0	0	0
ENSG00000104763	ASAH1	12754	16059	10209	13303	9103	10211	11290
ENSG00000104765	BNIP3L	3326	4350	3012	4148	2758	2829	2832
ENSG00000104774	MAN2B1	4402	6493	3662	5242	3541	3673	3982
ENSG00000104783	KCNN4	1974	2480	1498	2205	1203	1212	1319
ENSG00000104804	TULP2	1	0	0	0	0	0	0
ENSG00000104805	NUCB1	4746	6598	3914	5656	3407	3853	4095
ENSG00000104808	DHDH	17	28	10	15	15	18	24
ENSG00000104812	GYS1	1939	2554	1494	2244	1499	1638	1614
ENSG00000104814	MAP4K1	12	15	9	11	14	8	10
ENSG00000104818	CGB2	0	1	1	0	0	0	0
ENSG00000104823	ECH1	2430	3235	1871	2661	1717	1933	2175
ENSG00000104824	HNRNPL	12747	17160	10011	14172	9419	10609	10983
ENSG00000104825	NFKBIB	523	657	339	584	324	439	415
ENSG00000104826	LHB	8	16	11	15	8	13	9
ENSG00000104827	CGB3	6	2	3	1	1	4	4
ENSG00000104833	TUBB4A	4875	6626	4030	5946	3637	3864	3548
ENSG00000104835	SARS2	760	1000	489	806	543	637	654
ENSG00000104848	KCNA7	30	46	29	46	26	29	31
ENSG00000104852	SNRNP70	5470	6787	3963	5448	3750	4173	4795
ENSG00000104853	CLPTM1	10367	14490	8085	11851	7726	8334	8760
ENSG00000104856	RELB	325	440	239	362	288	273	341
ENSG00000104859	CLASRP	902	1458	662	914	692	759	757
ENSG00000104863	LIN7B	38	54	35	69	29	35	31
ENSG00000104866	PPP1R37	3829	5021	2948	4325	2731	3112	3341
ENSG00000104870	FCGRT	23	24	15	27	18	22	13
ENSG00000104872	PIH1D1	1107	1559	927	1364	829	948	1013
ENSG00000104879	CKM	0	1	0	0	0	0	0
ENSG00000104880	ARHGEF18	2258	3232	1840	2751	1779	1984	2043
ENSG00000104881	PPP1R13L	247	360	205	381	235	263	164
ENSG00000104883	PEX11G	13	17	4	5	10	8	10
ENSG00000104884	ERCC2	3161	4487	2527	3762	2321	2640	2741
ENSG00000104885	DOT1L	5050	6689	4188	5999	3773	4164	4047
ENSG00000104886	PLEKHJ1	1633	1858	1124	1663	1133	1179	1323
ENSG00000104888	SLC17A7	145	166	135	138	93	126	85
ENSG00000104889	RNASEH2A	4022	5281	3220	4437	2842	3190	3588
ENSG00000104892	KLC3	36	49	28	48	24	38	28
ENSG00000104894	CD37	0	2	0	0	0	0	5
ENSG00000104897	SF3A2	3444	4661	2676	3910	2906	3169	3313
ENSG00000104899	AMH	9	18	7	9	1	6	5
ENSG00000104901	DKKL1	1	1	1	4	2	3	5
ENSG00000104903	LYL1	101	152	68	129	68	89	92
ENSG00000104904	OAZ1	5324	7942	4013	5858	4180	4502	5240
ENSG00000104907	TRMT1	4010	5342	3125	4303	3077	3378	3749
ENSG00000104915	STX10	3400	4631	2601	3696	2311	2643	3101
ENSG00000104936	DMPK	153	119	96	136	191	92	54
ENSG00000104941	RSPH6A	2	2	0	0	1	0	1
ENSG00000104946	TBC1D17	898	1144	670	973	642	713	693
ENSG00000104951	IL4I1	10	7	3	5	4	1	8
ENSG00000104953	TLE6	94	149	104	98	93	89	93
ENSG00000104957	YJU2B	1616	2072	1258	1767	1185	1254	1371
ENSG00000104960	PTOV1	2294	2931	1583	2562	1609	1804	1851
ENSG00000104964	TLE5	6739	9099	5534	8106	5021	5557	5642
ENSG00000104967	NOVA2	0	0	1	3	0	1	0
ENSG00000104969	SGTA	3902	4732	2915	4367	2816	2857	3219
ENSG00000104973	MED25	2037	2630	1530	2339	1540	1604	1669
ENSG00000104976	SNAPC2	1344	1736	975	1603	1015	1132	1169
ENSG00000104979	C19orf53	4339	6044	3256	4620	3047	3399	3733
ENSG00000104980	TIMM44	2002	2579	1558	2164	1547	1695	1825
ENSG00000104983	CCDC61	780	919	568	880	578	601	626
ENSG00000104998	IL27RA	617	808	467	664	449	523	559
ENSG00000105011	ASF1B	3661	4975	2913	4153	2626	2921	2985
ENSG00000105048	TNNT1	988	1335	808	1125	644	704	775
ENSG00000105053	VRK3	685	888	474	779	504	510	583
ENSG00000105058	FAM32A	4557	6274	3431	5070	3617	3740	3976
ENSG00000105063	PPP6R1	17840	24201	13919	21011	13718	15275	15660
ENSG00000105072	C19orf44	456	631	323	476	375	416	445
ENSG00000105085	MED26	1056	1494	831	1223	897	903	986
ENSG00000105088	OLFM2	7	15	3	15	7	9	11
ENSG00000105122	RASAL3	0	1	1	1	0	1	0
ENSG00000105127	AKAP8	1964	2528	1334	2018	1485	1571	1623
ENSG00000105131	EPHX3	3	4	0	2	3	2	2
ENSG00000105135	ILVBL	4494	6094	3608	5066	3281	3746	4058
ENSG00000105136	ZNF419	249	318	190	277	193	222	224
ENSG00000105137	SYDE1	4112	5312	3054	4504	2993	3142	3607
ENSG00000105141	CASP14	2	0	0	0	0	0	0
ENSG00000105143	SLC1A6	0	0	0	1	0	0	0
ENSG00000105146	AURKC	8	2	0	4	6	8	2
ENSG00000105171	POP4	1638	2470	1270	1818	1204	1309	1529
ENSG00000105173	CCNE1	856	1131	638	897	592	574	704
ENSG00000105176	URI1	1982	2842	1716	2396	1599	1870	1807
ENSG00000105185	PDCD5	2997	3574	2223	2974	1872	2032	2545
ENSG00000105186	ANKRD27	3595	4982	3111	4421	2857	3194	3277
ENSG00000105193	RPS16	17931	24222	14180	19863	13008	14367	16575
ENSG00000105197	TIMM50	9532	12987	7535	10709	7018	7792	8581
ENSG00000105202	FBL	7980	10740	5875	8041	5375	6215	7135
ENSG00000105204	DYRK1B	258	328	208	295	193	193	197
ENSG00000105219	CCNP	2	6	2	7	4	2	3
ENSG00000105220	GPI	30408	40694	24752	36108	23874	26662	26729
ENSG00000105221	AKT2	2300	3301	1797	2549	1674	1905	2103
ENSG00000105223	PLD3	2069	2852	1723	2413	1486	1601	1678
ENSG00000105227	PRX	55	80	56	88	53	96	53
ENSG00000105229	PIAS4	1247	1605	898	1371	924	961	1082
ENSG00000105245	NUMBL	1094	1450	846	1187	858	859	910
ENSG00000105248	YJU2	940	1368	722	1089	669	789	900
ENSG00000105251	SHD	0	0	0	0	0	2	0
ENSG00000105254	TBCB	4075	5430	3144	4501	2688	3101	3480
ENSG00000105255	FSD1	488	690	427	542	321	351	398
ENSG00000105258	POLR2I	506	590	396	528	352	332	378
ENSG00000105261	OVOL3	3	5	3	2	1	1	3
ENSG00000105270	CLIP3	775	1066	634	1036	612	629	590
ENSG00000105278	ZFR2	3	1	0	5	5	0	4
ENSG00000105281	SLC1A5	6670	9004	5281	7979	5226	5778	6195
ENSG00000105287	PRKD2	652	817	577	766	552	505	525
ENSG00000105289	TJP3	0	0	0	1	0	0	0
ENSG00000105290	APLP1	171	220	146	229	138	129	136
ENSG00000105298	CACTIN	1398	1887	1123	1619	1007	1103	1216
ENSG00000105321	CCDC9	717	995	581	777	601	609	696
ENSG00000105323	HNRNPUL1	10334	13807	7946	11927	7916	8580	8651
ENSG00000105325	FZR1	2685	3777	2240	3016	1954	2164	2218
ENSG00000105327	BBC3	99	148	118	175	87	88	74
ENSG00000105329	TGFB1	608	867	470	696	430	501	485
ENSG00000105339	DENND3	74	111	45	102	51	61	61
ENSG00000105341	DMAC2	1107	1532	875	1264	862	902	1024
ENSG00000105355	PLIN3	4133	5179	3230	4685	3009	3389	3407
ENSG00000105357	MYH14	0	0	2	0	0	0	1
ENSG00000105364	MRPL4	3597	4956	2721	4055	2612	2868	3042
ENSG00000105366	SIGLEC8	0	3	0	3	2	1	1
ENSG00000105369	CD79A	2	3	0	3	0	3	2
ENSG00000105372	RPS19	10062	13294	8489	11612	7928	8518	9739
ENSG00000105373	NOP53	4850	5638	3504	5060	3256	4008	4303
ENSG00000105374	NKG7	1	0	2	0	0	1	0
ENSG00000105376	ICAM5	231	238	113	186	152	156	155
ENSG00000105379	ETFB	2722	3541	2171	2822	1783	2059	2269
ENSG00000105383	CD33	1	3	2	9	0	6	0
ENSG00000105388	CEACAM5	0	1	2	6	2	3	0
