ensembl	symbol	D15-shGCN2-5BM	D15-shGCN2-5NM	D15-shGCN2-6BM	D15-shGCN2-6NM	D15-shScr-1BM	D15-shScr-1L1	D15-shScr-1R1	D15-shScr-2L1
ENSG00000156467	UQCRB	1444	1649	1466	1510	1221	1016	895	1268
ENSG00000156469	MTERF3	398	434	437	445	329	267	266	382
ENSG00000156471	PTDSS1	354	364	486	327	268	90	167	192
ENSG00000156475	PPP2R2B	36	12	5	0	33	112	1	79
ENSG00000156482	RPL30	14134	19165	18847	16177	14648	10048	10688	17141
ENSG00000156486	KCNS2	0	0	0	0	0	0	0	1
ENSG00000156500	PABIR3	46	40	39	33	32	37	24	49
ENSG00000156502	SUPV3L1	396	442	520	370	272	161	250	269
ENSG00000156504	PABIR2	1060	952	1023	942	791	879	701	831
ENSG00000156508	EEF1A1	124662	191115	179355	146969	148846	80817	109069	123749
ENSG00000156509	FBXO43	52	37	55	43	20	33	15	33
ENSG00000156510	HKDC1	117	94	84	53	27	87	101	62
ENSG00000156515	HK1	2877	4889	5397	4025	2819	1300	2430	2230
ENSG00000156521	TYSND1	687	654	789	531	369	280	345	421
ENSG00000156531	PHF6	906	998	1069	825	722	518	502	624
ENSG00000156535	CD109	1779	1749	1398	1284	1908	1233	1007	1860
ENSG00000156564	LRFN2	0	0	0	0	0	0	0	0
ENSG00000156574	NODAL	5	0	0	1	5	1	1	0
ENSG00000156587	UBE2L6	1429	1424	1304	1168	965	1082	809	1461
ENSG00000156599	ZDHHC5	1695	1693	2024	1416	1152	756	706	949
ENSG00000156603	MED19	592	620	689	599	516	550	448	563
ENSG00000156639	ZFAND3	924	1197	1205	834	848	668	606	808
ENSG00000156642	NPTN	1691	1645	1577	1705	1325	1218	1222	1353
ENSG00000156650	KAT6B	653	790	724	592	608	554	548	528
ENSG00000156671	SAMD8	506	561	607	419	460	324	394	367
ENSG00000156675	RAB11FIP1	169	251	358	171	190	58	114	100
ENSG00000156687	UNC5D	54	135	36	10	127	169	5	171
ENSG00000156689	GLYATL2	6	6	11	18	14	11	10	10
ENSG00000156697	UTP14A	1626	1803	1954	1213	1197	793	881	1123
ENSG00000156709	AIFM1	903	796	1101	600	629	485	425	425
ENSG00000156711	MAPK13	184	156	159	129	50	60	216	38
ENSG00000156735	BAG4	407	445	415	369	301	243	196	271
ENSG00000156787	TBC1D31	288	300	350	226	174	92	134	142
ENSG00000156795	NTAQ1	144	166	152	143	198	112	150	164
ENSG00000156802	ATAD2	947	1111	1253	940	854	488	832	666
ENSG00000156804	FBXO32	231	277	223	159	205	203	184	188
ENSG00000156831	NSMCE2	558	616	690	615	579	319	324	519
ENSG00000156853	ZNF689	411	337	424	317	208	168	206	219
ENSG00000156858	PRR14	471	520	578	510	435	356	496	444
ENSG00000156860	FBRS	2185	2302	2462	1930	1415	1439	1636	1550
ENSG00000156869	FRRS1	126	229	195	121	171	127	132	107
ENSG00000156873	PHKG2	497	435	499	438	344	337	310	337
ENSG00000156875	MFSD14A	978	1206	1243	1071	964	552	846	740
ENSG00000156876	SASS6	412	405	518	386	195	272	290	209
ENSG00000156886	ITGAD	0	1	0	3	3	0	1	0
ENSG00000156925	ZIC3	0	1	1	0	0	1	1	0
ENSG00000156928	MALSU1	912	815	693	752	622	1051	690	1404
ENSG00000156931	VPS8	118	205	197	149	175	140	156	171
ENSG00000156958	GALK2	428	608	559	445	478	329	390	416
ENSG00000156959	LHFPL4	0	1	1	1	1	2	0	0
ENSG00000156966	B3GNT7	248	292	285	233	244	319	321	366
ENSG00000156968	MPV17L	542	604	565	430	399	421	400	470
ENSG00000156970	BUB1B	908	1007	1155	944	728	560	718	793
ENSG00000156973	PDE6D	386	357	360	377	230	220	272	263
ENSG00000156976	EIF4A2	643	1488	635	828	1833	1909	1421	1462
ENSG00000156983	BRPF1	570	655	762	553	454	272	436	348
ENSG00000156990	RPUSD3	899	1015	1058	950	590	385	516	620
ENSG00000157014	TATDN2	1532	1393	1702	1245	1181	793	837	1249
ENSG00000157017	GHRL	2	1	1	1	0	1	1	2
ENSG00000157020	SEC13	2101	2479	2822	2397	1618	1159	1366	1589
ENSG00000157036	EXOG	197	187	206	165	162	170	162	146
ENSG00000157045	NTAN1	516	663	639	609	510	378	497	580
ENSG00000157064	NMNAT2	194	201	265	194	216	142	377	129
ENSG00000157077	ZFYVE9	477	517	632	399	335	257	295	306
ENSG00000157087	ATP2B2	0	0	9	9	1	8	0	2
ENSG00000157093	LYZL4	0	0	0	0	1	0	0	0
ENSG00000157103	SLC6A1	0	0	0	0	0	0	0	0
ENSG00000157106	SMG1	1681	2240	1916	1588	1676	1067	1483	1205
ENSG00000157107	FCHO2	515	649	587	533	423	340	442	281
ENSG00000157110	RBPMS	44	55	74	59	75	34	61	44
ENSG00000157111	TMEM171	72	61	76	66	34	37	74	39
ENSG00000157119	KLHL40	0	0	0	1	0	0	0	0
ENSG00000157150	TIMP4	4	3	1	0	12	16	1	46
ENSG00000157152	SYN2	0	0	2	0	0	0	0	0
ENSG00000157168	NRG1	374	546	652	417	372	19	81	112
ENSG00000157181	ODR4	707	805	732	484	619	495	523	450
ENSG00000157184	CPT2	694	822	946	638	410	348	285	467
ENSG00000157191	NECAP2	1599	1941	2157	1661	1253	1130	1135	1228
ENSG00000157193	LRP8	1519	1237	1760	1039	1057	1127	1238	1267
ENSG00000157211	CDCP2	0	0	0	0	0	0	0	1
ENSG00000157212	PAXIP1	352	326	296	258	210	134	210	154
ENSG00000157214	STEAP2	126	162	133	113	89	98	121	95
ENSG00000157216	SSBP3	1440	1463	1676	1419	698	1097	869	852
ENSG00000157219	HTR5A	0	0	0	0	0	0	0	0
ENSG00000157224	CLDN12	722	1057	955	820	633	455	684	463
ENSG00000157227	MMP14	5471	5072	3964	4820	5219	6334	8388	5287
ENSG00000157240	FZD1	371	304	300	328	311	264	276	291
ENSG00000157259	GATAD1	1393	1747	1686	1263	1361	940	1130	872
ENSG00000157303	SUSD3	14	32	53	35	4	3	10	9
ENSG00000157315	TMED6	6	6	5	6	10	9	6	10
ENSG00000157322	CLEC18A	0	1	4	4	0	5	9	0
ENSG00000157326	DHRS4	448	504	525	423	342	255	297	391
ENSG00000157330	CFAP107	4	3	1	2	1	6	0	0
ENSG00000157335	CLEC18C	0	0	0	0	0	0	0	1
ENSG00000157343	ARMC12	6	5	5	2	3	6	3	8
ENSG00000157349	DDX19B	601	707	859	669	533	388	351	464
ENSG00000157350	ST3GAL2	1398	1111	1051	1202	861	876	776	848
ENSG00000157353	FCSK	246	299	311	234	147	144	153	174
ENSG00000157368	IL34	1	1	8	2	2	1	0	2
ENSG00000157379	DHRS1	314	330	362	274	249	145	68	186
ENSG00000157388	CACNA1D	63	23	8	2	42	44	7	65
ENSG00000157399	ARSL	199	180	184	139	114	92	73	169
ENSG00000157404	KIT	0	0	9	6	3	0	0	0
ENSG00000157423	HYDIN	41	66	76	72	81	25	13	40
ENSG00000157426	AASDH	181	241	292	238	165	122	108	130
ENSG00000157429	ZNF19	12	16	1	13	17	6	14	12
ENSG00000157445	CACNA2D3	13	0	0	0	10	8	3	7
ENSG00000157450	RNF111	462	546	675	378	391	213	288	289
ENSG00000157456	CCNB2	996	1142	1286	1134	886	534	593	814
ENSG00000157470	FAM81A	56	44	66	77	49	27	66	34
ENSG00000157483	MYO1E	816	1359	1302	1021	1069	623	759	1046
ENSG00000157500	APPL1	1229	1757	1821	1501	1147	823	877	1051
ENSG00000157502	PWWP3B	2	2	3	0	8	18	1	15
ENSG00000157510	AFAP1L1	206	250	392	220	152	45	64	81
ENSG00000157514	TSC22D3	181	182	166	178	272	203	188	198
ENSG00000157538	VPS26C	696	742	803	570	542	282	423	310
ENSG00000157540	DYRK1A	786	818	807	673	629	623	582	556
ENSG00000157542	KCNJ6	8	8	3	8	3	4	2	3
ENSG00000157551	KCNJ15	122	87	84	70	80	110	96	94
ENSG00000157554	ERG	10	6	12	21	8	4	16	4
ENSG00000157557	ETS2	706	1198	1499	979	1633	181	875	388
ENSG00000157570	TSPAN18	0	0	1	3	2	0	0	0
ENSG00000157578	LCA5L	23	21	11	13	17	23	8	12
ENSG00000157593	SLC35B2	1435	1625	1679	1399	1265	1125	1025	1472
ENSG00000157600	TMEM164	427	316	354	307	283	278	239	332
ENSG00000157601	MX1	232	156	117	66	129	453	107	154
ENSG00000157613	CREB3L1	91	91	133	122	38	38	58	26
ENSG00000157617	C2CD2	3	2	0	2	0	6	5	4
ENSG00000157625	TAB3	801	793	879	687	510	316	547	381
ENSG00000157637	SLC38A10	810	862	874	703	738	670	517	858
ENSG00000157653	C9orf43	17	32	35	19	17	16	17	12
ENSG00000157654	PALM2AKAP2	907	1058	1297	763	1250	704	826	665
ENSG00000157657	ZNF618	184	147	119	98	263	330	178	262
ENSG00000157680	DGKI	45	11	7	5	7	7	17	4
ENSG00000157693	TMEM268	323	365	445	286	258	191	300	237
ENSG00000157703	SVOPL	1	1	1	0	24	0	0	5
ENSG00000157734	SNX22	0	21	0	0	28	0	15	23
ENSG00000157741	UBN2	411	495	379	318	336	289	359	199
ENSG00000157764	BRAF	540	765	739	584	586	457	599	410
ENSG00000157765	SLC34A2	2	1	4	1	1	0	0	0
ENSG00000157766	ACAN	0	0	2	2	1	1	1	0
ENSG00000157778	PSMG3	1130	1188	1300	1290	944	737	865	891
ENSG00000157782	CABP1	1	1	1	0	0	3	1	4
ENSG00000157796	WDR19	293	353	284	240	227	198	153	302
ENSG00000157800	SLC37A3	577	682	694	552	423	416	394	558
ENSG00000157823	AP3S2	680	762	990	660	476	345	395	458
ENSG00000157827	FMNL2	1201	1611	1454	1113	825	740	644	873
ENSG00000157833	GAREM2	206	257	279	169	182	118	83	197
ENSG00000157837	SPPL3	864	1035	1051	800	553	528	495	694
ENSG00000157851	DPYSL5	168	222	385	246	134	46	48	117
ENSG00000157856	DRC1	4	2	4	0	0	5	0	2
ENSG00000157869	RAB28	315	302	325	338	269	241	328	237
ENSG00000157870	PRXL2B	702	658	1045	659	469	340	322	521
ENSG00000157873	TNFRSF14	112	169	172	135	108	81	117	114
ENSG00000157881	PANK4	407	554	559	452	354	291	323	347
ENSG00000157884	CIB4	0	0	0	0	0	0	0	0
ENSG00000157890	MEGF11	3	3	3	2	6	3	8	5
ENSG00000157895	C12orf43	490	485	532	470	246	326	311	307
ENSG00000157911	PEX10	665	810	784	722	580	440	469	718
ENSG00000157916	RER1	3731	4191	4255	3660	2555	2709	2470	3044
ENSG00000157933	SKI	1901	2108	1978	1644	1302	1062	1133	1280
ENSG00000157954	WIPI2	2169	2211	2426	2054	1384	1130	1155	1710
ENSG00000157978	LDLRAP1	753	709	821	661	495	509	310	675
ENSG00000157985	AGAP1	571	655	689	499	513	323	450	530
ENSG00000157992	KRTCAP3	10	6	5	2	5	10	11	3
ENSG00000157999	ANKRD61	5	7	3	9	6	11	5	2
ENSG00000158006	PAFAH2	305	394	346	273	229	257	212	196
ENSG00000158008	EXTL1	157	89	57	73	148	359	60	382
ENSG00000158014	SLC30A2	3	1	1	1	5	7	2	5
ENSG00000158019	BABAM2	822	1040	1105	913	573	375	584	557
ENSG00000158022	TRIM63	0	0	1	1	0	0	0	1
ENSG00000158023	CFAP251	29	17	23	9	8	8	42	10
ENSG00000158042	MRPL17	1110	1213	1072	1294	1066	863	893	1317
ENSG00000158050	DUSP2	87	91	131	84	140	95	86	99
ENSG00000158055	GRHL3	5	9	4	2	1	5	1	3
ENSG00000158062	UBXN11	208	204	243	209	218	149	141	191
ENSG00000158077	NLRP14	3	5	1	3	4	1	2	1
ENSG00000158079	PTPDC1	120	148	119	95	137	111	138	128
ENSG00000158089	GALNT14	203	289	364	266	290	82	180	171
ENSG00000158092	NCK1	424	573	555	443	410	277	359	362
ENSG00000158104	HPD	31	24	18	7	1	5	0	1
ENSG00000158106	RHPN1	382	543	425	338	296	394	294	398
ENSG00000158109	TPRG1L	879	1053	1081	723	508	436	467	521
ENSG00000158113	LRRC43	0	0	1	0	0	0	0	0
ENSG00000158122	PRXL2C	351	433	427	327	315	227	277	262
ENSG00000158125	XDH	79	75	120	102	55	36	103	18
ENSG00000158156	XKR8	0	0	0	0	0	0	0	0
ENSG00000158158	CNNM4	139	209	211	147	145	88	112	128
ENSG00000158161	EYA3	1056	1176	1133	836	748	584	599	617
ENSG00000158163	DZIP1L	161	156	147	131	87	77	96	83
ENSG00000158164	TMSB15A	4	3	2	4	3	7	2	4
ENSG00000158169	FANCC	212	269	327	204	215	125	202	171
ENSG00000158186	MRAS	316	207	170	145	160	166	50	202
ENSG00000158195	WASF2	2603	3838	4271	3082	2611	1451	2349	1837
ENSG00000158201	ABHD3	77	68	99	80	74	41	113	59
ENSG00000158220	ESYT3	13	12	11	0	6	9	0	4
ENSG00000158234	FAIM	256	252	259	202	186	207	133	297
ENSG00000158246	TENT5B	269	336	475	342	202	99	169	113
ENSG00000158258	CLSTN2	6	2	4	8	5	1	2	1
ENSG00000158270	COLEC12	110	150	145	83	230	70	89	90
ENSG00000158286	RNF207	176	227	186	168	191	161	149	151
ENSG00000158290	CUL4B	1832	2756	2968	1843	1819	984	915	1072
ENSG00000158292	GPR153	259	326	216	185	523	634	900	682
ENSG00000158296	SLC13A3	189	127	164	111	98	80	38	121
ENSG00000158301	GPRASP2	53	81	84	47	67	46	30	69
ENSG00000158315	RHBDL2	25	35	40	14	29	15	8	19
ENSG00000158321	AUTS2	14	3	13	3	4	2	32	3
ENSG00000158352	SHROOM4	223	129	61	40	130	213	34	282
ENSG00000158373	H2BC5	390	633	517	322	324	244	305	239
ENSG00000158402	CDC25C	198	248	248	237	175	140	181	161
ENSG00000158406	H4C8	42	0	52	19	24	0	21	0
ENSG00000158411	MITD1	186	261	253	241	157	97	179	158
ENSG00000158417	EIF5B	4543	4963	4729	4332	3487	4113	3832	3399
ENSG00000158423	RIBC1	54	47	52	44	43	59	34	72
ENSG00000158427	TMSB15B	35	26	26	20	9	22	17	30
ENSG00000158428	CATIP	0	0	0	0	0	0	0	0
ENSG00000158435	CNOT11	916	1014	1021	909	611	566	630	621
ENSG00000158445	KCNB1	0	0	3	5	2	0	0	0
ENSG00000158457	TSPAN33	12	10	11	5	55	14	2	26
ENSG00000158458	NRG2	257	296	324	226	232	286	128	343
ENSG00000158467	AHCYL2	334	342	334	258	273	197	202	288
ENSG00000158470	B4GALT5	2270	2451	2607	2094	1506	1320	1645	1518
ENSG00000158473	CD1D	1	1	0	2	1	3	11	7
ENSG00000158477	CD1A	0	0	0	0	0	0	0	0
ENSG00000158480	SPATA2	610	631	608	482	355	342	281	471
ENSG00000158481	CD1C	0	0	0	0	0	0	0	0
ENSG00000158485	CD1B	0	0	0	0	0	0	0	0
ENSG00000158486	DNAH3	3	10	22	1	4	0	6	0
ENSG00000158516	CPA2	1	5	5	4	1	2	1	0
ENSG00000158517	NCF1	0	0	0	0	0	0	0	0
ENSG00000158525	CPA5	13	14	13	16	2	1	2	3
ENSG00000158526	TSR2	702	765	855	682	519	475	605	543
ENSG00000158528	PPP1R9A	249	350	305	220	286	280	204	260
ENSG00000158545	ZC3H18	1840	1930	2209	1525	1269	987	1132	1119
ENSG00000158552	ZFAND2B	248	309	320	288	272	193	289	216
ENSG00000158553	POM121L2	0	0	0	0	0	0	0	1
ENSG00000158555	GDPD5	692	944	1183	749	365	179	520	216
ENSG00000158560	DYNC1I1	134	79	96	62	48	72	71	73
ENSG00000158571	PFKFB1	2	3	4	1	2	3	3	0
ENSG00000158578	ALAS2	1	1	1	2	0	2	1	3
ENSG00000158604	TMED4	1666	2291	2328	1731	1550	1238	1306	1494
ENSG00000158615	PPP1R15B	1781	2177	1726	1310	1470	1233	1320	1204
ENSG00000158623	COPG2	1440	1741	1994	1471	1220	704	878	1038
ENSG00000158636	EMSY	352	366	340	317	253	274	238	302
ENSG00000158639	PAGE5	2551	2985	2577	2480	2302	2101	2184	2687
ENSG00000158669	GPAT4	1123	1147	1109	1021	707	477	683	673
ENSG00000158683	PKD1L1	2	3	3	1	2	1	0	6
ENSG00000158691	ZSCAN12	117	85	127	84	110	71	78	70
ENSG00000158710	TAGLN2	32954	29015	25940	28511	24583	15759	22370	26031
ENSG00000158711	ELK4	2034	2221	1820	1547	1403	1246	1509	1231
ENSG00000158714	SLAMF8	10	0	3	0	0	0	16	4
ENSG00000158715	SLC45A3	616	515	676	386	302	211	337	287
ENSG00000158716	DUSP23	2435	1869	1309	1585	1377	1222	901	2394
ENSG00000158717	RNF166	655	819	1000	774	497	477	718	525
ENSG00000158747	NBL1	380	459	525	511	542	747	398	519
ENSG00000158748	HTR6	4	2	3	0	7	1	1	3
ENSG00000158764	ITLN2	0	0	0	1	0	0	2	0
ENSG00000158769	F11R	386	546	575	429	390	251	427	212
ENSG00000158773	USF1	1224	1039	997	855	779	731	693	955
ENSG00000158786	PLA2G2F	0	0	1	0	0	0	0	0
ENSG00000158792	SPATA2L	282	420	386	305	276	268	237	400
ENSG00000158793	NIT1	595	816	565	542	507	549	527	592
ENSG00000158796	DEDD	1267	1372	1116	1075	810	837	922	1044
ENSG00000158805	ZNF276	790	900	872	676	671	846	757	634
ENSG00000158806	NPM2	0	0	0	0	0	0	0	0
ENSG00000158813	EDA	2	4	0	1	0	0	0	0
ENSG00000158815	FGF17	0	0	0	1	0	0	0	0
ENSG00000158816	VWA5B1	0	0	0	0	0	0	0	0
ENSG00000158825	CDA	124	149	206	169	91	37	456	10
ENSG00000158828	PINK1	1598	1884	2499	1698	1205	438	822	594
ENSG00000158850	B4GALT3	1446	1640	1374	1298	1180	948	1210	1193
ENSG00000158856	DMTN	44	49	58	84	34	10	25	27
ENSG00000158859	ADAMTS4	89	127	93	103	65	73	63	42
ENSG00000158863	FHIP2B	252	315	275	235	174	109	248	157
ENSG00000158864	NDUFS2	4007	4483	3924	2932	2564	1556	2082	2250
ENSG00000158865	SLC5A11	0	5	0	0	0	0	2	0
ENSG00000158869	FCER1G	16	9	16	12	7	3	20	6
ENSG00000158874	APOA2	0	0	0	0	1	1	0	0
ENSG00000158882	TOMM40L	666	601	544	481	319	450	388	428
ENSG00000158887	MPZ	87	96	137	117	97	61	19	74
ENSG00000158901	WFDC8	2	1	2	0	1	1	3	2
ENSG00000158941	CCAR2	3357	3761	4233	3241	2306	1256	1772	1997
ENSG00000158955	WNT9B	0	5	0	0	0	1	1	2
ENSG00000158966	CACHD1	91	67	87	54	82	110	57	86
ENSG00000158985	CDC42SE2	700	590	683	567	391	364	390	435
ENSG00000158987	RAPGEF6	457	653	659	442	453	294	320	335
ENSG00000159023	EPB41	660	811	953	627	437	194	285	439
ENSG00000159055	MIS18A	620	642	653	630	395	429	446	346
ENSG00000159063	ALG8	835	894	861	780	583	491	424	605
ENSG00000159069	FBXW5	1969	2379	3111	1702	1812	981	1199	1617
ENSG00000159079	CFAP298	724	640	695	554	451	584	523	566
ENSG00000159082	SYNJ1	266	225	219	158	140	149	124	100
ENSG00000159086	PAXBP1	483	482	442	381	301	324	317	259
ENSG00000159110	IFNAR2	210	158	115	133	137	177	121	195
ENSG00000159111	MRPL10	1569	2341	2346	1891	1472	986	1240	1476
ENSG00000159128	IFNGR2	1009	915	805	732	909	1156	721	1863
ENSG00000159131	GART	2791	2795	3175	2250	1679	1473	1457	1655
ENSG00000159140	SON	4167	4236	4172	3524	3208	3217	3134	2912
ENSG00000159147	DONSON	307	286	283	249	170	144	203	199
ENSG00000159164	SV2A	1457	1241	1261	945	868	1128	864	1000
ENSG00000159166	LAD1	219	191	169	108	110	105	19	143
ENSG00000159167	STC1	1929	3568	2886	2653	2171	1300	2070	1578
ENSG00000159173	TNNI1	7	6	4	9	7	12	11	9
ENSG00000159176	CSRP1	3309	4287	4333	3145	2533	2778	2019	3278
ENSG00000159182	PRAC1	1	0	0	0	0	1	0	0
ENSG00000159184	HOXB13	279	286	318	270	249	221	148	275
ENSG00000159197	KCNE2	7	4	1	7	10	7	2	3
ENSG00000159199	ATP5MC1	1258	1441	1398	1355	962	869	842	1183
ENSG00000159200	RCAN1	704	537	639	433	662	813	346	661
ENSG00000159202	UBE2Z	3481	3832	4507	3520	2537	2154	2298	2634
ENSG00000159208	CIART	19	16	12	10	22	23	3	16
ENSG00000159210	SNF8	1223	1234	1477	1236	868	625	886	879
ENSG00000159212	CLIC6	0	0	0	0	1	0	0	1
ENSG00000159214	CCDC24	79	97	104	61	78	62	13	59
ENSG00000159216	RUNX1	1141	1539	1564	1248	1448	831	1273	788
ENSG00000159217	IGF2BP1	2123	2710	2840	2199	1760	1299	1601	1185
ENSG00000159224	GIP	4	2	3	6	2	0	3	1
ENSG00000159228	CBR1	1347	1188	1313	1149	782	747	714	994
ENSG00000159231	CBR3	148	101	107	81	92	129	72	179
ENSG00000159251	ACTC1	5	0	3	13	1	0	0	0
ENSG00000159256	MORC3	305	367	405	302	360	185	250	172
ENSG00000159259	CHAF1B	326	320	431	345	223	224	252	218
ENSG00000159261	CLDN14	2	3	6	2	4	0	4	2
ENSG00000159263	SIM2	1	3	1	1	2	0	0	0
ENSG00000159267	HLCS	637	549	541	397	384	340	334	384
ENSG00000159289	GOLGA6A	0	2	0	0	0	0	4	1
ENSG00000159307	SCUBE1	20	34	22	24	20	54	42	21
ENSG00000159314	ARHGAP27	118	174	192	131	98	89	71	62
ENSG00000159322	ADPGK	653	740	814	620	507	380	356	674
ENSG00000159335	PTMS	18871	18231	19667	20215	10831	12908	12141	13396
ENSG00000159337	PLA2G4D	0	6	8	12	5	0	0	0
ENSG00000159339	PADI4	0	1	4	5	6	2	3	1
ENSG00000159346	ADIPOR1	3045	3082	2915	2269	2261	1778	2097	2421
ENSG00000159348	CYB5R1	568	668	640	481	439	262	352	466
ENSG00000159352	PSMD4	5770	6408	6146	5065	4262	3664	4154	4953
ENSG00000159363	ATP13A2	794	753	1008	1029	1069	579	749	578
ENSG00000159374	M1AP	2	0	2	0	0	0	0	0
ENSG00000159377	PSMB4	9203	10207	9610	8103	6474	5907	5990	7876
ENSG00000159387	IRX6	1	0	0	0	0	0	0	0
ENSG00000159388	BTG2	328	426	477	285	316	180	264	196
ENSG00000159398	CES5A	1	0	0	0	0	0	0	0
ENSG00000159399	HK2	2360	6355	6074	3585	4135	1274	2357	2770
ENSG00000159403	C1R	268	369	271	191	250	272	50	239
ENSG00000159409	CELF3	3	3	4	1	7	1	3	7
ENSG00000159423	ALDH4A1	193	252	304	208	125	92	106	119
ENSG00000159433	STARD9	117	130	127	107	164	109	176	99
ENSG00000159445	THEM4	979	652	717	602	566	490	415	450
ENSG00000159450	TCHH	42	21	36	26	40	39	26	28
ENSG00000159459	UBR1	690	859	886	603	642	471	602	517
ENSG00000159461	AMFR	1769	2170	2559	1838	1541	1113	1370	1318
ENSG00000159479	MED8	1203	1305	1440	1144	892	747	872	854
ENSG00000159495	TGM7	0	0	0	0	0	0	0	0
ENSG00000159496	RGL4	0	0	0	0	0	2	1	0
ENSG00000159556	ISL2	57	58	48	37	60	63	54	57
ENSG00000159579	RSPRY1	1028	924	976	797	641	470	525	525
ENSG00000159588	CCDC17	0	2	0	0	0	3	0	0
ENSG00000159592	GPBP1L1	1531	1679	1805	1388	1155	1002	1012	1180
ENSG00000159593	NAE1	1676	1774	1872	1575	1152	886	1099	1128
ENSG00000159596	TMEM69	859	1069	1053	831	623	505	563	613
ENSG00000159618	ADGRG5	45	81	65	65	23	22	19	24
ENSG00000159625	DRC7	1	5	4	5	3	16	1	5
ENSG00000159640	ACE	72	58	67	36	51	79	49	94
ENSG00000159650	UROC1	0	0	2	0	0	0	0	1
ENSG00000159658	EFCAB14	376	431	497	295	414	145	179	232
ENSG00000159674	SPON2	15	12	8	14	36	71	3	23
ENSG00000159685	CHCHD6	346	405	528	417	330	203	207	267
ENSG00000159692	CTBP1	3561	3667	4277	3358	2621	2498	2770	2793
ENSG00000159713	TPPP3	255	135	113	124	236	352	90	396
ENSG00000159714	ZDHHC1	8	20	21	12	18	17	8	5
ENSG00000159720	ATP6V0D1	1618	1419	1997	1579	996	877	1020	1157
ENSG00000159723	AGRP	0	0	0	0	0	0	0	1
ENSG00000159733	ZFYVE28	105	103	117	80	81	79	33	76
ENSG00000159753	CARMIL2	156	241	271	209	84	65	67	154
ENSG00000159761	C16orf86	69	80	96	64	64	6	83	63
ENSG00000159784	FAM131B	202	175	321	191	190	118	88	160
ENSG00000159788	RGS12	283	244	281	216	259	196	210	217
ENSG00000159792	PSKH1	726	709	856	603	449	441	363	564
ENSG00000159840	ZYX	4300	4889	5814	4723	2691	2185	2648	2877
ENSG00000159842	ABR	1786	2139	2177	1337	1551	1042	1107	1454
ENSG00000159871	LYPD5	0	9	1	1	5	5	2	2
ENSG00000159873	CCDC117	411	444	444	344	360	288	266	280
ENSG00000159882	ZNF230	84	84	86	66	87	67	56	64
ENSG00000159884	CCDC107	187	313	280	239	272	150	186	235
ENSG00000159885	ZNF222	72	58	71	50	60	38	19	54
ENSG00000159899	NPR2	216	153	235	160	150	91	140	125
ENSG00000159905	ZNF221	35	35	42	22	37	37	19	20
ENSG00000159915	ZNF233	30	45	31	30	25	38	11	23
ENSG00000159917	ZNF235	52	43	42	19	31	24	24	36
ENSG00000159921	GNE	1191	1149	1281	1015	813	674	983	878
ENSG00000159958	TNFRSF13C	16	20	24	16	21	13	20	7
ENSG00000159961	OR3A3	0	2	1	1	5	2	0	1
ENSG00000160007	ARHGAP35	1697	2193	2078	1470	1831	1006	920	1372
ENSG00000160013	PTGIR	8	14	20	23	2	14	4	9
ENSG00000160014	CALM3	4516	4540	5360	4068	3606	3082	2183	4431
ENSG00000160049	DFFA	2042	2779	2774	2202	1799	1709	2014	1622
ENSG00000160050	CCDC28B	515	571	500	431	311	476	222	568
ENSG00000160051	IQCC	96	131	147	124	119	100	72	108
ENSG00000160055	TMEM234	136	170	180	177	170	121	125	166
ENSG00000160058	BSDC1	704	777	1081	644	701	674	533	702
ENSG00000160062	ZBTB8A	185	146	193	171	153	119	136	132
ENSG00000160072	ATAD3B	802	929	1067	706	592	393	646	535
ENSG00000160075	SSU72	3257	3423	3752	3244	2485	1995	2361	2685
ENSG00000160087	UBE2J2	1813	2169	2372	1820	1202	1092	1294	1427
ENSG00000160094	ZNF362	568	437	475	389	296	372	181	399
ENSG00000160097	FNDC5	7	3	6	6	8	16	1	2
ENSG00000160111	CPAMD8	0	1	0	0	1	0	0	0
ENSG00000160113	NR2F6	3281	3470	4004	3052	1914	1636	1431	2244
ENSG00000160117	ANKLE1	134	111	117	78	110	81	46	119
ENSG00000160124	MIX23	700	818	832	784	657	509	583	574
ENSG00000160131	VMA21	2185	2351	2282	2105	1555	1263	1449	1448
ENSG00000160145	KALRN	63	30	9	18	49	58	11	46
ENSG00000160161	CILP2	42	30	4	12	9	20	12	12
ENSG00000160179	ABCG1	24	18	26	23	27	0	19	11
ENSG00000160180	TFF3	0	0	0	0	1	0	0	4
ENSG00000160181	TFF2	2	0	0	0	0	0	0	0
ENSG00000160182	TFF1	0	0	0	0	1	0	0	0
ENSG00000160183	TMPRSS3	0	0	0	1	0	2	0	0
ENSG00000160185	UBASH3A	0	0	0	0	0	0	0	0
ENSG00000160188	RSPH1	7	14	7	6	12	13	2	12
ENSG00000160190	SLC37A1	59	42	65	32	26	86	19	50
ENSG00000160191	PDE9A	3	1	8	0	4	0	1	3
ENSG00000160193	WDR4	324	370	428	351	307	198	344	272
ENSG00000160194	NDUFV3	756	584	603	521	333	351	337	377
ENSG00000160199	PKNOX1	290	294	303	270	212	207	219	211
ENSG00000160200	CBS	10	76	97	10	65	36	61	17
ENSG00000160201	U2AF1	1476	915	1860	1339	937	824	1223	1229
ENSG00000160207	HSF2BP	47	53	59	45	46	26	33	37
ENSG00000160208	RRP1B	1569	1468	1844	1335	1002	654	1024	745
